DateValid;DISCIPLINE;ASSO_NOM;DECLARATION EN PREFECTURE;AGREMENT JEUNESSE & SPORTS;AFFILIATION FEDERALE;COMPLEMENT;EXTENSION;PERS_INTERNET;QUARTIERS;COMPLEXE;UNITE FONCTIONNELLE;NUMERO;RUE_LIBELLE;UF_CP;UF_Commune;0-3ans;3-6ans;6-12ans;12-15ans;juniors16-20ans;adultes;séniors;handicapés;corpo;geolocalisation
20/02/2009 11:56:14;MUSCULATION - HALTEROPHILIE;TOULOUSE HALTERO CLUB;;;;Apt A 24;Résidence les Jardins de Beaucaire;;Carmes;COLLEGE CLEMENCE ISAURE ANNEXE;GYMNASE FABRE;46;Avenue de la Garonnette;31000.0;TOULOUSE;Non;Non;Non;Oui;Oui;Oui;Oui;Oui;Oui;43.609048, 1.460158
19/03/2010 12:03:29;handball;TEC - Toulouse Electrogaz Club;;;;;Chez M. Jean-François Mangin;;;;;;;;;Non;Non;Non;Non;Non;Oui;Oui;Non;Oui;43.604268, 1.441019
25/02/2009 16:29:27;ATHLETISME ADAPTE (EN STADE);TCMS section ATHLETISME;16075.0;03100ET0019C;31009.0;;;www.tcms-athletisme.com;;;;;;;;Non;Non;Non;Non;Non;Non;Non;Oui;Non;43.604268, 1.441019
19/02/2009 17:51:21;ATHLETISME ADAPTE (EN STADE);TOAC section ATHLETISME;;;31010.0;;;;;;;;;;;Non;Non;Non;Non;Non;Non;Non;Oui;Non;43.604268, 1.441019
17/04/2009 15:59:34;BASKET-BALL;TOULOUSE INVALIDE CLUB;9624.0;31.0;227.0;;;tlseic.free.fr;Minimes;STADE DES MINIMES;GYMNASE MINIMES ARNAUNE;105;Avenue Frédéric Estèbe;31200.0;TOULOUSE;Non;Non;Oui;Oui;Oui;Oui;Non;Oui;Non;43.580039, 1.516093
14/04/2009 15:02:39;JUDO ADAPTE;CETAM - Centre d'Etudes Toulousain des Arts Martiaux;6485.0;3199ET0005;;;;;Saint Aubin - Dupuy;GROUPE SCOLAIRE CALVINHAC;GYMNASE CALVINHAC;6;Rue Jacques Labatut;31000.0;TOULOUSE;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;43.598045, 1.454765
06/01/2009 10:14:20;JUDO ADAPTE;SAKURA CLUB TOULOUSAIN;319499.0;31AS812;14031420.0;;;asct.toulouse.free.fr;Minimes;GR SCOL PIERRE ET MARIE CURIE;GYMNASE PIERRE ET MARIE CURIE;36;Rue de la Jeunesse;31200.0;TOULOUSE;Non;Non;Oui;Oui;Oui;Oui;Oui;Oui;Non;43.621063, 1.442643
19/01/2011 16:23:56;JUDO ADAPTE;TOULOUSE JUDO;W313013163;31AS1316;5015313340.0;2ème étage - bureau 207;;www.toulousejudo.com;Saint Simon;Nouveau Complexe Municipal;Centre d'animation Saint Simon;10;Chemin de Liffard;31100.0;TOULOUSE;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;43.60969, 1.44913
26/03/2009 11:59:16;tennis de table;ASPTT section TENNIS DE TABLE;;;22310006.0;;;www.toulouse.asptt.com;;;;;;;;Non;Non;Non;Non;Non;Non;Non;Oui;Non;43.604268, 1.441019
20/02/2009 12:43:34;tennis de table;TOAC section TENNIS DE TABLE;03197ET0087;8849.0;22310011.0;;;www.toac-tt.fr;;;;;;;;Non;Non;Non;Non;Non;Non;Non;Oui;Non;43.604268, 1.441019
06/01/2009 10:15:55;TORBALL;SAKURA CLUB TOULOUSAIN;319499.0;31AS812;14311420.0;;;asct.toulouse.free.fr;Minimes;GR SCOL PIERRE ET MARIE CURIE;GYMNASE PIERRE ET MARIE CURIE;36;Rue de la Jeunesse;31200.0;TOULOUSE;Non;Non;Oui;Oui;Oui;Oui;Oui;Oui;Non;43.621063, 1.442643
30/05/2011 11:57:54;JUDO;ASCGMP - ASSOCIATION SPORTIVE & CULTURELLE DE LA GENDARMERIE MIDI PYRENEES - SECTION COURREGE;6390.0;31AS825;;;;;;;;;;;;Non;Oui;Oui;Oui;Non;Non;Non;Non;Non;
23/02/2011 16:18:53;JUDO;ASEAT;;;;;;www.aseat.fr;Juncasse - Argoulets;Complexe ASEAT;Installations CEAT;;Rue d' Oran;31500.0;TOULOUSE;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;Non;43.615771, 1.470962
15/10/2012 16:55:54;JUDO;BALMA SAINT EXUPERY 31;;;3015311040.0;;;www.bse31.com;Pont des Demoiselles;COMPLEXE PRIVÉ;Balma Saint-Exupéry 31;52;Avenue Antoine de Saint Exupéry;31400.0;Toulouse;Non;Non;Non;Non;Non;Oui;Oui;Non;Non;43.583177, 1.471575
28/02/2011 15:41:40;JUDO;JUDO OLYMPIA GYM;;31AS977;;;;olympiagym.free.fr;Matabiau;COMPLEXE PRIVÉ;Judo Olympia Gym;9;Rue Caffarelli;31000.0;Toulouse;Non;Oui;Oui;Oui;Oui;Oui;Oui;Non;Oui;43.608465, 1.450373
19/01/2011 16:32:54;JUDO;TOULOUSE JUDO;W313013163;31AS1316;5015313340.0;2ème étage - bureau 207;;www.toulousejudo;;;;;;;;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;Non;43.604268, 1.441019
19/01/2011 16:53:52;kendo;TOULOUSE JUDO;W313013163;31AS1316;5015313340.0;2ème étage - bureau 207;;www.touloujudo.com;;;;;;;;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;Non;43.604268, 1.441019
06/09/2011 17:23:52;KALARIPPAYAT;ASSOCIATION FRANCAISE DE KALARIPPAYAT;;;;Maison de Quartier Fontaine LESTANG;;;;;;;;;;Non;Non;Oui;Oui;Oui;Oui;Non;Non;Non;43.604268, 1.441019
25/02/2011 14:28:18;karaté;FRANCE SHOTOKAN TOULOUSE;12248.0;0319ET01105;310658.0;;;fsktoulouse.ifrance.com;Roseraie;COMPLEXE PRIVÉ;Dojo de la Roseraie;4;Chemin de Nicol;31200.0;Toulouse;Non;Non;Non;Non;Oui;Oui;Oui;Non;Non;43.602587, 1.437577
23/03/2011 12:07:17;karaté;SHITODENKAN KARATE CLUB;;;310648.0;;;www.shitodenkan.fr.tc;Saint Michel;COLLEGE EMILE ZOLA;Gymnase Emile Zola;15;Rue Jean Pierre Blanchard;31400.0;Toulouse;Non;Non;Non;Non;Non;Oui;Oui;Oui;Non;43.76446, 1.759432
24/12/2010 09:02:13;kung-Fu;CAY DAO BINH DINH;20030029.0;;310692.0;;;binhdinh.free.fr;;;;;;;;Non;Non;Non;Non;Oui;Oui;Non;Non;Non;43.707846, 1.38485
24/09/2012 09:18:15;KENJUTSU;ASSOCIATION ALIZARINE;4313012657.0;;;;BIS;shintaidotoulouse.wordpress.com;La Fourguette;COMPLEXE SPORTIF DE GIRONIS;GYMNASE GIRONIS;35;Rue de Gironis;31100.0;TOULOUSE;Non;Non;Non;Oui;Oui;Oui;Oui;Non;Non;43.619623, 1.443313
24/09/2012 09:18:15;KENJUTSU;ASSOCIATION ALIZARINE;4313012657.0;;;;BIS;shintaidotoulouse.wordpress.com;Sauzelong - Rangueil;ENSEMBLE RANGUEIL;COSEC RANGUEIL;27;Chemin du Canal;31400.0;TOULOUSE;Non;Non;Non;Oui;Oui;Oui;Oui;Non;Non;43.629916, 1.453896
13/05/2011 15:13:36;CANYONISME;CLUB ALPIN FRANCAIS DE TOULOUSE;;;3100.0;;;caltoulouse.free.fr;;Extérieurs de Toulouse;Les Pyrénées;;;;Dans les Pyrénées;Non;Non;Non;Oui;Oui;Oui;Non;Non;Non;43.604268, 1.441019
07/10/2011 17:07:37;ESCALADE;ASPTT GRAND TOULOUSE OMNISPORT;;;;;;www.toulouse.asptt.com;;Extérieurs de Toulouse;Les Pyrénées;;;;Dans les Pyrénées;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;43.604268, 1.441019
02/02/2011 15:53:30;ESCALADE;CADETS DE TOULOUSE;5885.0;19533.0;31005.0;;;www.kdtoulouse.free.fr;;Extérieurs de Toulouse;Région Midi-Pyrénées;;;;En région Midi-Pyrénées;Non;Non;Non;Non;Oui;Oui;Oui;Non;Non;43.604268, 1.441019
21/01/2009 15:20:14;BOXE THAILANDAISE / MUAY THAI;A S MACCABI TOULOUSE;;;850458.0;;section muay thaï;www.maccabitoulouse.com;Arnaud Bernard;LYCEE ST SERNIN MAISON MUTILE;GYMNASE SAINT SERNIN;1;Place Saint Sernin;31000.0;TOULOUSE;Non;Non;Oui;Oui;Oui;Oui;Non;Non;Non;43.608901, 1.441787
13/01/2011 11:11:41;AQUAGYM;TOULOUSE ACTIVITE PRE ET POSTNATALE;;;;;Appt. 27;;;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;43.604268, 1.441019
25/02/2011 16:31:09;éveil aquatique;BEBES DAUPHINS TOULOUSAINS;W313003093;31AS546;135072.0;Complexe Sportif Léo Lagrange;;www.bbdt31.org;Ramier;PARC DES SPORTS;PISCINE NAKACHE;7;Allée Gabriel Biénès;31400.0;TOULOUSE;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;43.60593, 1.453138
25/02/2011 16:31:09;éveil aquatique;BEBES DAUPHINS TOULOUSAINS;W313003093;31AS546;135072.0;Complexe Sportif Léo Lagrange;;www.bbdt31.org;Saint Aubin - Dupuy;ENSEMBLE LEO LAGRANGE;PISCINE LEO LAGRANGE;4;Place Pierre-Paul Riquet;31000.0;TOULOUSE;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;43.607433, 1.453754
21/01/2011 10:25:50;NATATION;LE CERCLE DES NAGEURS DE CUGNAUX;;;;;;;;ZONE DE LA RAMEE;Piscine la Ramée;;;31170.0;TOURNEFEUILLE;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;43.575595, 1.270976
21/01/2011 15:58:29;NATATION;LES DAUPHINS DU TOEC;;;2131389.0;;Complexe Sportif Léo Lagrange;www.lesdauphinsdutoec.com;Saint Michel;ENSEMBLE BERTHELOT CALAS;PISCINE ROGER PRADIE;46;Rue des Saules;31400.0;TOULOUSE;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non;Non;43.607986, 1.438383
24/03/2011 13:56:49;WATER-POLO;STADE TOULOUSAIN NATATION;;;;;;www.stadetoulousainnatation.fr;Rangueil - CHR - Facultés;ENSEMBLE SPORTIF BELLEVUE;PISCINE BELLEVUE;86;Chemin de la Salade Ponsan;31400.0;TOULOUSE;Non;Non;Oui;Non;Oui;Oui;Non;Non;Non;
06/03/2009 16:22:56;paintball;LES TONTONS FLINGUEURS;;;;;;;;;;;;;;Non;Non;Non;Non;Non;Oui;Non;Non;Non;43.664547, 1.503845
10/03/2011 14:30:13;pelote basque;STADE TOULOUSAIN PELOTE;;;676.0;;;;Juncasse - Argoulets;LES ARGOULETS;PELOTE BASQUE ARGOULETS;54;Rue Dinetard;31500.0;TOULOUSE;Non;Non;Non;Non;Non;Non;Non;Non;Non;43.577522, 1.455107
04/10/2011 17:39:50;pelote basque;TAC section PELOTE BASQUE;;;;;;;Sept Deniers;Complexe du TOAC;Fronton du TOAC;20;Chemin de Garric;31200.0;TOULOUSE;Non;Non;Non;Non;Non;Non;Non;Non;Non;43.580282, 1.471599
18/02/2011 16:43:00;pétanque;ASCM - ASSOCIATION SPORTIVE ET CULTURELLE MONTAUDRAN;;;;;Centre Polyvalent Montaudran;www.ascm-montaudran.com;Montaudran Lespinet;PARC ALLALOUF ROUTE DE REVEL;BOULODROME JEAN DE NADAÏ;;Rue Emile Lecrivain;31400.0;TOULOUSE;Non;Non;Oui;Oui;Oui;Oui;Oui;Oui;Non;43.576387, 1.483582
19/01/2011 15:09:53;pétanque;CLUB PETANQUE RONDE D'EMPALOT;W313005060;31AS1467;310128.0;RONDE D'EMPALOT;;;Empalot;GROUPE SCOLAIRE LEO LAGRANGE;BOULODROME EMPALOT;;Allée Henri Sellier;31400.0;TOULOUSE;Non;Non;Non;Non;Oui;Oui;Oui;Non;Non;43.577391, 1.438638
09/12/2011 17:12:29;pétanque;LA BOULE D'ARGENT;;;;;;;Sauzelong - Rangueil;ENSEMBLE SAOUZELOUNG;BOULODROME SAOUZELOUNG;27;Rue Jeanne Marvig;31400.0;TOULOUSE;Non;Non;Non;Non;Non;Oui;Oui;Non;Non;43.579592, 1.461915
14/01/2013 10:59:30;pétanque;LA BOULE DU RUGBY;;;85237.0;;;;Minimes;STADE DES MINIMES;BOULODROME ARNAUNE;152;Avenue des Minimes;31200.0;TOULOUSE;Non;Non;Oui;Oui;Oui;Oui;Oui;Oui;Oui;43.621047, 1.435368
09/01/2009 17:34:24;randonnée Pédestre;RANDO PLAISIRS;329131.0;31AS928;3447.0;;;www.Rando-Plaisirs.fr;;;;;;;;Non;Non;Oui;Oui;Oui;Oui;Oui;Oui;Non;43.472573, 1.548378
19/09/2007 15:17:16;randonnée Pédestre;TCMS OMNISPORT - TOULOUSE CHEMINOT MARENGO SPORTS;;;615.0;;;;;Extérieurs de Toulouse;Routes de campagne;;;;Routes de campagne;Non;Non;Non;Non;Oui;Oui;Oui;Non;Non;43.515078, 1.497845
25/07/2007 11:26:25;retraite sportive;ASTIG - Association Sportive Toulouse Inter Générations;;;;;;;Saint Aubin - Dupuy;ENSEMBLE LEO LAGRANGE;GYMNASE LEO LAGRANGE;54;Rue des Sept Troubadours;31000.0;TOULOUSE;Non;Non;Non;Non;Non;Non;Oui;Non;Non;43.606579, 1.451622
23/01/2012 15:04:46;retraite sportive;OSSSQUART Objectif Santé Seniors Sports Quartier Arènes Romaines;;;;;;;;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;43.604268, 1.441019
04/10/2011 17:16:55;roller;Roller Club Toulousain;;;;;Chez Madame Nathalie Ibanez;rct.fr.fm;;ZONE DE LA RAMEE;GYMNASE LA RAMEE;;;31170.0;TOURNEFEUILLE;Non;Non;Non;Non;Oui;Oui;Oui;Non;Non;43.604268, 1.441019
27/09/2007 17:23:00;rugby;CSAG - CLUB SPORTIF ET ARTISTIQUE DE GARNISON TOULOUSE;;;;;;;;Quartier Balma Ballon;Quartier Balma Ballon;;;31130.0;Balma;Non;Non;Non;Non;Non;Oui;Oui;Non;Non;43.553461, 1.757907
27/06/2008 11:30:35;rugby;TAC - Toulouse Athlétic Club;;;;;;;La Fourguette;COMPLEXE SPORTIF DE GIRONIS;TERRAIN DE RUGBY GIRONIS;35;Rue de Gironis;31100.0;TOULOUSE;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;43.480149, 1.323123
18/01/2010 12:41:14;CAPOEIRA;CAPOEIRA GERAIS;W313011606;;;;;capoeiragerais-toulouse.fr;;;;;;;;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;Non;43.604268, 1.441019
21/01/2011 09:57:49;VOL LIBRE;CLUB D'AEROMODELISME AIRBUS TOULOUSE;4957.0;;;;;;Saint Martin du Touch;COMPLEXE PRIVÉ;Espace Loisirs Arts Culture Airbus France;316;Route de Bayonne;31300.0;Toulouse;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;43.554188, 1.360078
15/01/2009 10:01:30;AEROMODELISME;AERO-CLUB CLAUDE CHAUTEMPS;;;90046.0;Aérodrome de Toulouse Lasbordes;;a3chautemps.free.fr;;COMPLEXE PRIVÉ;Aérodrome de Lasbordes;;;31130.0;Balma;Non;Non;Non;Non;Oui;Oui;Oui;Non;Non;43.609568, 1.497847
11/02/2009 17:44:38;AEROMODELISME;ASSOCIATION SPORTIVE AIR FRANCE;W311001621;31AS479;;Aérodrome Toulouse Lasbordes;Aéro-Club Air France;www.acaf-toulouse.com;;COMPLEXE PRIVÉ;Aérodrome de Lasbordes;;;31130.0;Balma;Non;Non;Non;Non;Oui;Oui;Oui;Non;Non;43.609568, 1.497847
01/02/2011 17:14:29;AEROMODELISME;L'AILE OU LA CUISSE;W313011387;31AS1207;660.0;;;;;;;;;;;Non;Non;Non;Non;Oui;Oui;Oui;Non;Non;43.604268, 1.441019
15/11/2011 10:39:21;AIKIDO;ECOLE LAURAGAISE D'AIKIDO;W313001590;;15312162.0;;;;Saint Aubin - Dupuy;GROUPE SCOLAIRE CALVINHAC;GYMNASE CALVINHAC;6;Rue Jacques Labatut;31000.0;TOULOUSE;Non;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non;43.589939, 1.462827
25/02/2009 16:25:59;ATHLETISME ADAPTE (EN STADE);TCMS section ATHLETISME;16075.0;03100ET0019C;31009.0;;;www.tcms-athletisme.com;;;;;;;;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;43.604268, 1.441019
04/10/2011 17:13:23;ATHLETISME ADAPTE (EN STADE);TOULOUSE UNIVERSITE CLUB SECTION ATHLETISME;;;;Stade universitaire Daniel FAUCHER;;www.satuc.com;;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;43.604268, 1.441019
23/02/2011 15:12:40;ATHLETISME hors stade;ASEAT;;;;;;www.aseat.fr;Juncasse - Argoulets;Complexe ASEAT;Installations CEAT;;Rue d' Oran;31500.0;TOULOUSE;Non;Non;Oui;Oui;Oui;Oui;Non;Non;Non;43.615771, 1.470962
07/10/2011 17:37:12;AVIRON;ASPTT GRAND TOULOUSE OMNISPORT;;;;;;www.asptt.com;Ginestous;Base nautique de Lalande;Base nautique de Lalande;;Impasse de la Glacière;31200.0;Toulouse;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;43.606838, 1.465845
07/10/2011 14:25:21;BADMINTON;ASPTT GRAND TOULOUSE OMNISPORT;;;;;;www.toulouse.asptt.com;;;;;;;;Non;Non;Non;Non;Oui;Oui;Oui;Non;Non;43.604268, 1.441019
10/03/2011 14:23:31;BADMINTON;ASSOCIATION SPORTIVE TOULOUSE MIRAIL BADMINTON;;;;Appt 121;;www.astmb.fr;Bellefontaine;ENSEMBLE VALMY BELLEFONTAINE;GYMNASE VALMY;;Cheminement Guillaume et Joseph Bouton;31100.0;TOULOUSE;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;43.609585, 1.339368
09/07/2013 14:38:08;BADMINTON;VOLANT CLUB TOULOUSAIN;;;;;;vct.volor.org;Casselardit;RESERVE FONCIERE CARTOUCHERIE;GYMNASE PIERRE MONTANE;5;Avenue Raymond Badiou;31300.0;TOULOUSE;Non;Non;Oui;Oui;Oui;Oui;Oui;Oui;Non;43.599211, 1.408358
09/07/2013 14:38:08;BADMINTON;VOLANT CLUB TOULOUSAIN;;;;;;vct.volor.org;Juncasse - Argoulets;ENSEMBLE JOLIMONT;GYMNASE BERTRAND SONCOURT;46;Chemin Cassaing;31500.0;TOULOUSE;Non;Non;Oui;Oui;Oui;Oui;Oui;Oui;Non;43.60174, 1.384976
02/04/2009 15:18:22;BASKET-BALL;ARA - Arts Rêve Action;30168.0;31AS1105;;;chez M. BALLAIRE;cballaire@yahoo.fr;;;;;;;;Non;Non;Non;Oui;Oui;Oui;Non;Non;Oui;43.604268, 1.441019
31/07/2012 09:50:47;BOJUTSU;ASSOCIATION ALIZARINE;4313012657.0;;;;BIS;shintaidotoulouse.wordpress.com;La Fourguette;COMPLEXE SPORTIF DE GIRONIS;GYMNASE GIRONIS;35;Rue de Gironis;31100.0;TOULOUSE;Non;Non;Non;Oui;Oui;Oui;Oui;Non;Non;43.619623, 1.443313
01/10/2009 09:17:57;BOWLING;ASPTT section BOWLING;3075.0;2198.0;31108.0;;Appt 63;www.toulouse.asptt.com;Montaudran Lespinet;COMPLEXE PRIVÉ;Bowling de Montaudran;;Impasse Louise Labe;;TOULOUSE;Non;Non;Non;Non;Oui;Oui;Oui;Non;Oui;43.640484, 1.453579
25/07/2007 15:02:56;BOWLING;ASSOCIATION SPORTIVE AIR FRANCE;W311001621;31AS479;31063.0;;;www.asaf.sport.asso.fr;Gramont;COMPLEXE PRIVÉ;Bowling de Gramont;;Chemin de Gabardie;31500.0;Toulouse;Non;Non;Oui;Oui;Oui;Oui;Oui;Oui;Oui;43.580282, 1.471599
15/01/2009 12:21:47;BOWLING;BOWLERS TOULOUSAINS;;;31321.0;;;;;COMPLEXE PRIVÉ;Bowling de Labège;;;31670.0;Labège;Non;Non;Non;Oui;Oui;Oui;Oui;Non;Non;43.604268, 1.441019
15/01/2009 12:21:47;BOWLING;BOWLERS TOULOUSAINS;;;31321.0;;;;Gramont;COMPLEXE PRIVÉ;Bowling de Gramont;;Chemin de Gabardie;31500.0;Toulouse;Non;Non;Non;Oui;Oui;Oui;Oui;Non;Non;43.608715, 1.475931
15/01/2009 12:21:47;BOWLING;BOWLERS TOULOUSAINS;;;31321.0;;;;Montaudran Lespinet;COMPLEXE PRIVÉ;Bowling de Montaudran;;Impasse Louise Labe;;TOULOUSE;Non;Non;Non;Oui;Oui;Oui;Oui;Non;Non;
18/05/2011 15:44:47;BOWLING;BOWLING CLUB 31;312233.0;31AS883;31155.0;;;;;COMPLEXE PRIVÉ;Bowling de Labège;;;31670.0;Labège;Non;Non;Non;Non;Oui;Oui;Oui;Non;Oui;43.584752, 1.525733
18/05/2011 15:44:47;BOWLING;BOWLING CLUB 31;312233.0;31AS883;31155.0;;;;Minimes;COMPLEXE PRIVÉ;Bowling des Minimes;;Avenue des Minimes;31200.0;Toulouse;Non;Non;Non;Non;Oui;Oui;Oui;Non;Oui;43.587673, 1.539048
21/11/2008 17:00:20;BOWLING;TOAC - TOULOUSE OLYMPIQUE AVIATION CLUB - OMNISPORT;;;776945800.0;Bat B;;bowling.toac.free.fr;;COMPLEXE PRIVÉ;Bowling de Labège;;;31670.0;Labège;Non;Non;Non;Non;Oui;Oui;Oui;Non;Non;43.612602, 1.335509
05/01/2009 17:35:15;BOWLING;TOULOUSE BOWLING CLUB;;;10.0;;;;Montaudran Lespinet;COMPLEXE PRIVÉ;Bowling de Montaudran;;Impasse Louise Labe;;TOULOUSE;Non;Non;Oui;Oui;Oui;Oui;Oui;Oui;Oui;43.553619, 1.459303
26/09/2007 10:39:09;BOXE ANGLAISE;ASVEC Toulouse Mirail;;;;B.P.1373;;;Mirail Université;COSEC MIRAIL;COSEC DU MIRAIL;6;Rue Ferdinand Laulanie;31100.0;TOULOUSE;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;
25/03/2009 08:56:41;BOXE ANGLAISE;BOXING CLUB TOULOUSAIN;7202.0;310250096.0;576.0;;;myspace.com/boxingclubtoulousain;Arnaud Bernard;LYCEE ST SERNIN MAISON MUTILE;GYMNASE SAINT SERNIN;1;Place Saint Sernin;31000.0;TOULOUSE;Non;Non;Oui;Oui;Oui;Oui;Non;Non;Non;43.608901, 1.441787
05/09/2013 16:01:46;CHEERLEADING;ASCM - ASSOCIATION SPORTIVE ET CULTURELLE MONTAUDRAN;;;;;;;;;;;;;;Non;Non;Oui;Oui;Oui;Oui;Non;Non;Non;43.604268, 1.441019
10/06/2013 15:08:42;COURSE A PIED;ASEAT;;;;;;www.aseat.fr;Juncasse - Argoulets;Complexe ASEAT;Installations CEAT;;Rue d' Oran;31500.0;TOULOUSE;Non;Non;Non;Non;Non;Non;Non;Non;Non;43.615771, 1.470962
04/10/2011 17:13:57;CYCLISME SUR ROUTE;EMPALOT VELO CLUB;;;;;Chez Madame CABEZAS;perso.orange.fr/empalot.velo.club/;;;;;;;;Non;Non;Non;Oui;Oui;Oui;Oui;Non;Non;43.604268, 1.441019
12/05/2009 15:50:01;CYCLO-CROSS;TOULOUSE VELO CLUB;;;2231247.0;;;toulouseveloclub.free.fr;;Extérieurs de Toulouse;Région Midi-Pyrénées;;;;En région Midi-Pyrénées;Non;Non;Non;Oui;Oui;Oui;Oui;Oui;Oui;43.693241, 1.432396
07/10/2011 17:36:22;VTT;ASPTT section VTT;;;;;;;;;;;;;;Non;Non;Non;Non;Non;Oui;Oui;Non;Non;43.604268, 1.441019
24/03/2009 17:12:43;VTT;TOAC section CYCLISME;;;2231105.0;;;toac.cyclisme.free.fr/;;;;;;;;Non;Non;Non;Non;Oui;Oui;Oui;Non;Non;43.693459, 1.268659
21/01/2011 09:40:42;CYCLOTOURISME;CYCLO CLUB LARDENNE TOULOUSE;;;;;;pagesperso-orange.fr/APSO/cclardenne;;;;;;;;Non;Non;Non;Non;Non;Oui;Non;Non;Non;43.604268, 1.441019
04/03/2009 15:18:05;VTT;ASPTT section VTT;;;7031068.0;;;www.toulouse.asptt.com;;;;;;;;Non;Non;Non;Non;Non;Oui;Oui;Non;Non;43.604268, 1.441019
18/02/2011 15:38:53;DANSE DE SALON / DANSE PAR COUPLES;ASCM - ASSOCIATION SPORTIVE ET CULTURELLE MONTAUDRAN;;;;;;www.ascm-montaudran.com;Montaudran Lespinet;Nouveau Complexe Municipal;Centre d'animation Montaudran;3;Impasse Gaston Genin;31400.0;TOULOUSE;Non;Non;Non;Oui;Oui;Oui;Oui;Non;Non;43.573964, 1.48466
19/01/2011 15:53:31;DANSE DE SALON / DANSE PAR COUPLES;VIRE ET VOLTE;3125798.0;88049.0;31555541.0;;;www.virevolte.fr;Les Pradettes;COMPLEXE PRIVÉ;Maison Paroissiale;4;Chemin des Pradettes;31100.0;TOULOUSE;Non;Non;Non;Non;Oui;Oui;Oui;Non;Non;43.578886, 1.387705
30/05/2011 14:09:55;danses artistiques;ASCGMP - ASSOCIATION SPORTIVE & CULTURELLE DE LA GENDARMERIE MIDI PYRENEES - SECTION COURREGE;6390.0;31AS825;;;;;;;;;;;;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;
18/02/2011 15:58:08;éveil à la danse;ASCM - ASSOCIATION SPORTIVE ET CULTURELLE MONTAUDRAN;;;;;centre polyvalent de Montaudran;www.ascm-montaudran.com;Montaudran Lespinet;Nouveau Complexe Municipal;Centre d'animation Montaudran;3;Impasse Gaston Genin;31400.0;TOULOUSE;Non;Oui;Non;Non;Non;Non;Non;Non;Non;43.573964, 1.48466
10/12/2012 10:36:43;gymnastique volontaire;AGV EMILE ZOLA;;;;;BIS;;Saint Michel;SALLE BERTRAND SONCOURT;SALLE BERTRAND SONCOURT;3;Rue du Gorp;;TOULOUSE;Non;Non;Non;Non;Oui;Oui;Oui;Non;Non;43.587782, 1.44967
30/05/2011 11:52:19;gymnastique volontaire;ASCGMP - ASSOCIATION SPORTIVE & CULTURELLE DE LA GENDARMERIE MIDI PYRENEES - SECTION COURREGE;6390.0;31AS825;;;;;;;;;;;;Non;Non;Non;Non;Oui;Oui;Oui;Non;Non;
11/02/2011 15:11:18;gymnastique volontaire;CHATEAU DE L'HERS - gymnastique volontaire;3-15084;;31009.0;;;;Château de L'Hers;ENSEMBLE SPORTIF CHATEAU HERS;GYMNASE CHATEAU DE L'HERS;13;Chemin de Limayrac;31500.0;TOULOUSE;Non;Non;Non;Non;Non;Oui;Oui;Non;Non;43.589237, 1.489429
16/02/2011 16:50:35;gymnastique volontaire;CLUB GYM VOLONTAIRE DE RANGUEIL;W313001854;31AS1468;31233.0;;;;Sauzelong - Rangueil;Nouveau Complexe Municipal;Maison de quartier Rangueil;19;Rue Claude de Forbin;31400.0;TOULOUSE;Non;Oui;Oui;Non;Non;Oui;Non;Non;Non;43.575587, 1.462925
21/01/2011 17:01:02;gymnastique volontaire;TAC section GYMNASTIQUE VOLONTAIRE;W313006737;03AS1000;31002.0;;;;La Fourguette;Stade du TAC;Stade de Gironis;1;Rue de Gironis;31100.0;Toulouse;Non;Non;Non;Non;Non;Oui;Oui;Non;Non;43.564802, 1.414267
16/02/2009 17:12:09;équitation;ECURIES DE LA BERGERIE;1985.0;31960323.0;3128000.0;;;www.ecuriedelabergerie.com;;COMPLEXE PRIVÉ;Ecuries de la Bergerie;;;31280.0;Mons;Non;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;43.610586, 1.573372
