DISCIPLINE;ASSO_NOM;DECLARATION EN PREFECTURE;AGREMENT JEUNESSE & SPORTS;AFFILIATION FEDERALE;PERS_INTERNET;EXTENSION;QUARTIERS;COMPLEXE;UNITE FONCTIONNELLE;NUMERO;RUE_LIBELLE;UF_CP;UF_Commune;COMPLEMENT;0-3ans;3-6ans;6-12ans;12-15ans;juniors16-20ans;adultes;séniors;handicapés;corpo;geolocalisation
pelote basque;TAC section PELOTE BASQUE;;;;;;Sept Deniers;Complexe du TOAC;Fronton du TOAC;20;Chemin de Garric;31200.0;TOULOUSE;;Non;Non;Non;Non;Non;Non;Non;Non;Non;43.580282, 1.471599
pétanque;ASCM - ASSOCIATION SPORTIVE ET CULTURELLE MONTAUDRAN;;;;www.ascm-montaudran.com;Centre Polyvalent Montaudran;Montaudran Lespinet;PARC ALLALOUF ROUTE DE REVEL;BOULODROME JEAN DE NADAÏ;;Rue Emile Lecrivain;31400.0;TOULOUSE;;Non;Non;Oui;Oui;Oui;Oui;Oui;Oui;Non;43.576387, 1.483582
pétanque;CLUB PETANQUE RONDE D'EMPALOT;W313005060;31AS1467;310128.0;;;Empalot;GROUPE SCOLAIRE LEO LAGRANGE;BOULODROME EMPALOT;;Allée Henri Sellier;31400.0;TOULOUSE;RONDE D'EMPALOT;Non;Non;Non;Non;Oui;Oui;Oui;Non;Non;43.577391, 1.438638
pétanque;LA BOULE D'ARGENT;;;;;;Sauzelong - Rangueil;ENSEMBLE SAOUZELOUNG;BOULODROME SAOUZELOUNG;27;Rue Jeanne Marvig;31400.0;TOULOUSE;;Non;Non;Non;Non;Non;Oui;Oui;Non;Non;43.579592, 1.461915
pétanque;LA BOULE DU RUGBY;;;85237.0;;;Minimes;STADE DES MINIMES;BOULODROME ARNAUNE;152;Avenue des Minimes;31200.0;TOULOUSE;;Non;Non;Oui;Oui;Oui;Oui;Oui;Oui;Oui;43.621047, 1.435368
randonnée Pédestre;RANDO PLAISIRS;329131.0;31AS928;3447.0;www.Rando-Plaisirs.fr;;;;;;;;;;Non;Non;Oui;Oui;Oui;Oui;Oui;Oui;Non;43.472573, 1.548378
randonnée Pédestre;TCMS OMNISPORT - TOULOUSE CHEMINOT MARENGO SPORTS;;;615.0;;;;Extérieurs de Toulouse;Routes de campagne;;;;Routes de campagne;;Non;Non;Non;Non;Oui;Oui;Oui;Non;Non;43.515078, 1.497845
retraite sportive;ASTIG - Association Sportive Toulouse Inter Générations;;;;;;Saint Aubin - Dupuy;ENSEMBLE LEO LAGRANGE;GYMNASE LEO LAGRANGE;54;Rue des Sept Troubadours;31000.0;TOULOUSE;;Non;Non;Non;Non;Non;Non;Oui;Non;Non;43.606579, 1.451622
retraite sportive;OSSSQUART Objectif Santé Seniors Sports Quartier Arènes Romaines;;;;;;;;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;43.604268, 1.441019
roller;Roller Club Toulousain;;;;rct.fr.fm;Chez Madame Nathalie Ibanez;;ZONE DE LA RAMEE;GYMNASE LA RAMEE;;;31170.0;TOURNEFEUILLE;;Non;Non;Non;Non;Oui;Oui;Oui;Non;Non;43.604268, 1.441019
rugby;CSAG - CLUB SPORTIF ET ARTISTIQUE DE GARNISON TOULOUSE;;;;;;;Quartier Balma Ballon;Quartier Balma Ballon;;;31130.0;Balma;;Non;Non;Non;Non;Non;Oui;Oui;Non;Non;43.553461, 1.757907
rugby;TAC - Toulouse Athlétic Club;;;;;;La Fourguette;COMPLEXE SPORTIF DE GIRONIS;TERRAIN DE RUGBY GIRONIS;35;Rue de Gironis;31100.0;TOULOUSE;;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;43.480149, 1.323123
CAPOEIRA;CAPOEIRA GERAIS;W313011606;;;capoeiragerais-toulouse.fr;;;;;;;;;;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;Non;43.604268, 1.441019
VOL LIBRE;CLUB D'AEROMODELISME AIRBUS TOULOUSE;4957.0;;;;;Saint Martin du Touch;COMPLEXE PRIVÉ;Espace Loisirs Arts Culture Airbus France;316;Route de Bayonne;31300.0;Toulouse;;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;43.554188, 1.360078
AEROMODELISME;AERO-CLUB CLAUDE CHAUTEMPS;;;90046.0;a3chautemps.free.fr;;;COMPLEXE PRIVÉ;Aérodrome de Lasbordes;;;31130.0;Balma;Aérodrome de Toulouse Lasbordes;Non;Non;Non;Non;Oui;Oui;Oui;Non;Non;43.609568, 1.497847
AEROMODELISME;ASSOCIATION SPORTIVE AIR FRANCE;W311001621;31AS479;;www.acaf-toulouse.com;Aéro-Club Air France;;COMPLEXE PRIVÉ;Aérodrome de Lasbordes;;;31130.0;Balma;Aérodrome Toulouse Lasbordes;Non;Non;Non;Non;Oui;Oui;Oui;Non;Non;43.609568, 1.497847
AEROMODELISME;L'AILE OU LA CUISSE;W313011387;31AS1207;660.0;;;;;;;;;;;Non;Non;Non;Non;Oui;Oui;Oui;Non;Non;43.604268, 1.441019
AIKIDO;ECOLE LAURAGAISE D'AIKIDO;W313001590;;15312162.0;;;Saint Aubin - Dupuy;GROUPE SCOLAIRE CALVINHAC;GYMNASE CALVINHAC;6;Rue Jacques Labatut;31000.0;TOULOUSE;;Non;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non;43.589939, 1.462827
ATHLETISME ADAPTE (EN STADE);TCMS section ATHLETISME;16075.0;03100ET0019C;31009.0;www.tcms-athletisme.com;;;;;;;;;;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;43.604268, 1.441019
ATHLETISME ADAPTE (EN STADE);TOULOUSE UNIVERSITE CLUB SECTION ATHLETISME;;;;www.satuc.com;;;;;;;;;Stade universitaire Daniel FAUCHER;Non;Non;Non;Non;Non;Non;Non;Non;Non;43.604268, 1.441019
ATHLETISME hors stade;ASEAT;;;;www.aseat.fr;;Juncasse - Argoulets;Complexe ASEAT;Installations CEAT;;Rue d' Oran;31500.0;TOULOUSE;;Non;Non;Oui;Oui;Oui;Oui;Non;Non;Non;43.615771, 1.470962
AVIRON;ASPTT GRAND TOULOUSE OMNISPORT;;;;www.asptt.com;;Ginestous;Base nautique de Lalande;Base nautique de Lalande;;Impasse de la Glacière;31200.0;Toulouse;;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;43.606838, 1.465845
BADMINTON;ASPTT GRAND TOULOUSE OMNISPORT;;;;www.toulouse.asptt.com;;;;;;;;;;Non;Non;Non;Non;Oui;Oui;Oui;Non;Non;43.604268, 1.441019
BADMINTON;ASSOCIATION SPORTIVE TOULOUSE MIRAIL BADMINTON;;;;www.astmb.fr;;Bellefontaine;ENSEMBLE VALMY BELLEFONTAINE;GYMNASE VALMY;;Cheminement Guillaume et Joseph Bouton;31100.0;TOULOUSE;Appt 121;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;43.609585, 1.339368
BADMINTON;VOLANT CLUB TOULOUSAIN;;;;vct.volor.org;;Casselardit;RESERVE FONCIERE CARTOUCHERIE;GYMNASE PIERRE MONTANE;5;Avenue Raymond Badiou;31300.0;TOULOUSE;;Non;Non;Oui;Oui;Oui;Oui;Oui;Oui;Non;43.599211, 1.408358
BADMINTON;VOLANT CLUB TOULOUSAIN;;;;vct.volor.org;;Juncasse - Argoulets;ENSEMBLE JOLIMONT;GYMNASE BERTRAND SONCOURT;46;Chemin Cassaing;31500.0;TOULOUSE;;Non;Non;Oui;Oui;Oui;Oui;Oui;Oui;Non;43.60174, 1.384976
BASKET-BALL;ARA - Arts Rêve Action;30168.0;31AS1105;;cballaire@yahoo.fr;chez M. BALLAIRE;;;;;;;;;Non;Non;Non;Oui;Oui;Oui;Non;Non;Oui;43.604268, 1.441019
BOJUTSU;ASSOCIATION ALIZARINE;4313012657.0;;;shintaidotoulouse.wordpress.com;BIS;La Fourguette;COMPLEXE SPORTIF DE GIRONIS;GYMNASE GIRONIS;35;Rue de Gironis;31100.0;TOULOUSE;;Non;Non;Non;Oui;Oui;Oui;Oui;Non;Non;43.619623, 1.443313
BOWLING;ASPTT section BOWLING;3075.0;2198.0;31108.0;www.toulouse.asptt.com;Appt 63;Montaudran Lespinet;COMPLEXE PRIVÉ;Bowling de Montaudran;;Impasse Louise Labe;;TOULOUSE;;Non;Non;Non;Non;Oui;Oui;Oui;Non;Oui;43.640484, 1.453579
BOWLING;ASSOCIATION SPORTIVE AIR FRANCE;W311001621;31AS479;31063.0;www.asaf.sport.asso.fr;;Gramont;COMPLEXE PRIVÉ;Bowling de Gramont;;Chemin de Gabardie;31500.0;Toulouse;;Non;Non;Oui;Oui;Oui;Oui;Oui;Oui;Oui;43.580282, 1.471599
BOWLING;BOWLERS TOULOUSAINS;;;31321.0;;;;COMPLEXE PRIVÉ;Bowling de Labège;;;31670.0;Labège;;Non;Non;Non;Oui;Oui;Oui;Oui;Non;Non;43.604268, 1.441019
BOWLING;BOWLERS TOULOUSAINS;;;31321.0;;;Gramont;COMPLEXE PRIVÉ;Bowling de Gramont;;Chemin de Gabardie;31500.0;Toulouse;;Non;Non;Non;Oui;Oui;Oui;Oui;Non;Non;43.608715, 1.475931
BOWLING;BOWLERS TOULOUSAINS;;;31321.0;;;Montaudran Lespinet;COMPLEXE PRIVÉ;Bowling de Montaudran;;Impasse Louise Labe;;TOULOUSE;;Non;Non;Non;Oui;Oui;Oui;Oui;Non;Non;
BOWLING;BOWLING CLUB 31;312233.0;31AS883;31155.0;;;;COMPLEXE PRIVÉ;Bowling de Labège;;;31670.0;Labège;;Non;Non;Non;Non;Oui;Oui;Oui;Non;Oui;43.584752, 1.525733
BOWLING;BOWLING CLUB 31;312233.0;31AS883;31155.0;;;Minimes;COMPLEXE PRIVÉ;Bowling des Minimes;;Avenue des Minimes;31200.0;Toulouse;;Non;Non;Non;Non;Oui;Oui;Oui;Non;Oui;43.587673, 1.539048
BOWLING;TOAC - TOULOUSE OLYMPIQUE AVIATION CLUB - OMNISPORT;;;776945800.0;bowling.toac.free.fr;;;COMPLEXE PRIVÉ;Bowling de Labège;;;31670.0;Labège;Bat B;Non;Non;Non;Non;Oui;Oui;Oui;Non;Non;43.612602, 1.335509
BOWLING;TOULOUSE BOWLING CLUB;;;10.0;;;Montaudran Lespinet;COMPLEXE PRIVÉ;Bowling de Montaudran;;Impasse Louise Labe;;TOULOUSE;;Non;Non;Oui;Oui;Oui;Oui;Oui;Oui;Oui;43.553619, 1.459303
BOXE ANGLAISE;ASVEC Toulouse Mirail;;;;;;Mirail Université;COSEC MIRAIL;COSEC DU MIRAIL;6;Rue Ferdinand Laulanie;31100.0;TOULOUSE;B.P.1373;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;
BOXE ANGLAISE;BOXING CLUB TOULOUSAIN;7202.0;310250096.0;576.0;myspace.com/boxingclubtoulousain;;Arnaud Bernard;LYCEE ST SERNIN MAISON MUTILE;GYMNASE SAINT SERNIN;1;Place Saint Sernin;31000.0;TOULOUSE;;Non;Non;Oui;Oui;Oui;Oui;Non;Non;Non;43.608901, 1.441787
CHEERLEADING;ASCM - ASSOCIATION SPORTIVE ET CULTURELLE MONTAUDRAN;;;;;;;;;;;;;;Non;Non;Oui;Oui;Oui;Oui;Non;Non;Non;43.604268, 1.441019
COURSE A PIED;ASEAT;;;;www.aseat.fr;;Juncasse - Argoulets;Complexe ASEAT;Installations CEAT;;Rue d' Oran;31500.0;TOULOUSE;;Non;Non;Non;Non;Non;Non;Non;Non;Non;43.615771, 1.470962
CYCLISME SUR ROUTE;EMPALOT VELO CLUB;;;;perso.orange.fr/empalot.velo.club/;Chez Madame CABEZAS;;;;;;;;;Non;Non;Non;Oui;Oui;Oui;Oui;Non;Non;43.604268, 1.441019
CYCLO-CROSS;TOULOUSE VELO CLUB;;;2231247.0;toulouseveloclub.free.fr;;;Extérieurs de Toulouse;Région Midi-Pyrénées;;;;En région Midi-Pyrénées;;Non;Non;Non;Oui;Oui;Oui;Oui;Oui;Oui;43.693241, 1.432396
VTT;ASPTT section VTT;;;;;;;;;;;;;;Non;Non;Non;Non;Non;Oui;Oui;Non;Non;43.604268, 1.441019
VTT;TOAC section CYCLISME;;;2231105.0;toac.cyclisme.free.fr/;;;;;;;;;;Non;Non;Non;Non;Oui;Oui;Oui;Non;Non;43.693459, 1.268659
CYCLOTOURISME;CYCLO CLUB LARDENNE TOULOUSE;;;;pagesperso-orange.fr/APSO/cclardenne;;;;;;;;;;Non;Non;Non;Non;Non;Oui;Non;Non;Non;43.604268, 1.441019
VTT;ASPTT section VTT;;;7031068.0;www.toulouse.asptt.com;;;;;;;;;;Non;Non;Non;Non;Non;Oui;Oui;Non;Non;43.604268, 1.441019
DANSE DE SALON / DANSE PAR COUPLES;ASCM - ASSOCIATION SPORTIVE ET CULTURELLE MONTAUDRAN;;;;www.ascm-montaudran.com;;Montaudran Lespinet;Nouveau Complexe Municipal;Centre d'animation Montaudran;3;Impasse Gaston Genin;31400.0;TOULOUSE;;Non;Non;Non;Oui;Oui;Oui;Oui;Non;Non;43.573964, 1.48466
DANSE DE SALON / DANSE PAR COUPLES;VIRE ET VOLTE;3125798.0;88049.0;31555541.0;www.virevolte.fr;;Les Pradettes;COMPLEXE PRIVÉ;Maison Paroissiale;4;Chemin des Pradettes;31100.0;TOULOUSE;;Non;Non;Non;Non;Oui;Oui;Oui;Non;Non;43.578886, 1.387705
danses artistiques;ASCGMP - ASSOCIATION SPORTIVE & CULTURELLE DE LA GENDARMERIE MIDI PYRENEES - SECTION COURREGE;6390.0;31AS825;;;;;;;;;;;;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;
éveil à la danse;ASCM - ASSOCIATION SPORTIVE ET CULTURELLE MONTAUDRAN;;;;www.ascm-montaudran.com;centre polyvalent de Montaudran;Montaudran Lespinet;Nouveau Complexe Municipal;Centre d'animation Montaudran;3;Impasse Gaston Genin;31400.0;TOULOUSE;;Non;Oui;Non;Non;Non;Non;Non;Non;Non;43.573964, 1.48466
gymnastique volontaire;AGV EMILE ZOLA;;;;;BIS;Saint Michel;SALLE BERTRAND SONCOURT;SALLE BERTRAND SONCOURT;3;Rue du Gorp;;TOULOUSE;;Non;Non;Non;Non;Oui;Oui;Oui;Non;Non;43.587782, 1.44967
gymnastique volontaire;ASCGMP - ASSOCIATION SPORTIVE & CULTURELLE DE LA GENDARMERIE MIDI PYRENEES - SECTION COURREGE;6390.0;31AS825;;;;;;;;;;;;Non;Non;Non;Non;Oui;Oui;Oui;Non;Non;
gymnastique volontaire;CHATEAU DE L'HERS - gymnastique volontaire;3-15084;;31009.0;;;Château de L'Hers;ENSEMBLE SPORTIF CHATEAU HERS;GYMNASE CHATEAU DE L'HERS;13;Chemin de Limayrac;31500.0;TOULOUSE;;Non;Non;Non;Non;Non;Oui;Oui;Non;Non;43.589237, 1.489429
gymnastique volontaire;CLUB GYM VOLONTAIRE DE RANGUEIL;W313001854;31AS1468;31233.0;;;Sauzelong - Rangueil;Nouveau Complexe Municipal;Maison de quartier Rangueil;19;Rue Claude de Forbin;31400.0;TOULOUSE;;Non;Oui;Oui;Non;Non;Oui;Non;Non;Non;43.575587, 1.462925
gymnastique volontaire;TAC section GYMNASTIQUE VOLONTAIRE;W313006737;03AS1000;31002.0;;;La Fourguette;Stade du TAC;Stade de Gironis;1;Rue de Gironis;31100.0;Toulouse;;Non;Non;Non;Non;Non;Oui;Oui;Non;Non;43.564802, 1.414267
équitation;ECURIES DE LA BERGERIE;1985.0;31960323.0;3128000.0;www.ecuriedelabergerie.com;;;COMPLEXE PRIVÉ;Ecuries de la Bergerie;;;31280.0;Mons;;Non;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;43.610586, 1.573372
équitation;IMPULSION;W313006566;31AS1484;3113004.0;;;;COMPLEXE PRIVÉ;Impulsion;;;31130.0;Balma;;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;43.609568, 1.497847
POLO;POLO 31;645.0;;;www.polo31.com;;;;;;;;;;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;43.604268, 1.441019
escrime;CSAG - CLUB SPORTIF ET ARTISTIQUE DE GARNISON TOULOUSE;;;;;;;Quartier Balma Ballon;Quartier Balma Ballon;;;31130.0;Balma;;Non;Non;Non;Non;Oui;Oui;Oui;Non;Non;43.604268, 1.441019
escrime;TUC Section ESCRIME;;;25031019.0;www.tuc-escrime.com;Stade Alain Coulon;Château de L'Hers;ENSEMBLE CHATEAU DE L'HERS;SALLE D'ESCRIME COMPLEXE SPORTIF DE L'HERS;6;Rue Claudius Rougenet;31500.0;TOULOUSE;;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;43.599624, 1.485406
hockey subaquatique;CHOKS DE TOULOUSE;;;8310211.0;choks.free.fr;;Bellefontaine;ALBAN MINVILLE;PISCINE ALBAN MINVILLE;63;Allée de Bellefontaine;31100.0;TOULOUSE;;Non;Non;Non;Non;Non;Oui;Non;Non;Non;43.542728, 1.352682
plongée;LES AMIS DE LA MER;9216.0;31AS12226;8310184.0;www.adlm.org;;Saint Aubin - Dupuy;ENSEMBLE LEO LAGRANGE;PISCINE LEO LAGRANGE;4;Place Pierre-Paul Riquet;31000.0;TOULOUSE;;Non;Non;Non;Non;Oui;Oui;Non;Non;Non;43.593607, 1.462219
FOOTBALL;ASCM - ASSOCIATION SPORTIVE ET CULTURELLE MONTAUDRAN;;;63094.0;www.ascm-montaudran.com;Centre Polyvalent de Montaudran;Montaudran Lespinet;GROUPE SCOLAIRE MONTAUDRAN;TERRAIN DE SPORT MONTAUDRAN;3;Impasse Gaston Genin;31400.0;TOULOUSE;;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;43.573964, 1.48466
FOOTBALL;ASEAT;;;530133.0;www.aseat.fr;;Juncasse - Argoulets;Complexe ASEAT;Installations CEAT;;Rue d' Oran;31500.0;TOULOUSE;;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;43.615771, 1.470962
FOOTBALL;ASSOCIATION SPORTIVE HERSOISE;W313001964;31AS588;537942.0;www.ashersoise.fr;chez M. Patrick BALECH;Château de L'Hers;ENSEMBLE CHATEAU DE L'HERS;TERRAIN DE FOOTBALL STABILISE ZAC CHATEAU DE L'HERS;8;Rue Claudius Rougenet;31500.0;TOULOUSE;;Non;Oui;Oui;Oui;Oui;Oui;Non;Oui;Non;43.599624, 1.485406
FOOTBALL;ASSOCIATION SPORTIVE TOULOUSE MIRAIL FOOTBALL;;;;;;Bellefontaine;STADE CANTO LAOUZETTO;STADE CANTO LAOUZETTO;5;Rue de la Tourasse;31100.0;TOULOUSE;;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;43.562555, 1.393246
FOOTBALL;ASSOCIATION SPORTIVE TOULOUSE MIRAIL FOOTBALL;;;;;;Bellefontaine;STADE CANTO LAOUZETTO;TERRAIN ANNEXE CANTO LAOUZETTO;5;Rue de la Tourasse;31100.0;TOULOUSE;;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;43.562555, 1.393246
FOOTBALL;TCMS section FOOTBALL;;;532880.0;club.sportsregions.fr/tcmsfoot;;;;;;;;;;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;Non;43.604268, 1.441019
FOOTBALL;TOAC section FOOTBALL;;;505890.0;toacsectionfoot.footeo.com;;;;;;;;;;Non;Non;Oui;Oui;Oui;Oui;Non;Non;Non;43.604268, 1.441019
football américain;LES OURS;;;51.0;www.ours-toulouse.com;;Juncasse - Argoulets;LES ARGOULETS;STADE ARGOULETS;29;Rue de Rabastens;31500.0;TOULOUSE;;Non;Non;Non;Oui;Oui;Non;Oui;Non;Non;43.686596, 1.441652
full contact;SHAOLIN;314014.0;31AS799;;shaolin-toulouse.com;;;;;;;;;;Non;Non;Oui;Oui;Oui;Oui;Oui;Oui;Oui;43.609568, 1.497847
FOOT EN SALLE;TOULOUSE LALANDE FUTSAL;;;853618.0;;;Lalande;COLLEGE LALANDE;GYMNASE LALANDE;44;Chemin du Séminaire;31200.0;TOULOUSE;;Non;Non;Non;Non;Non;Oui;Non;Non;Non;43.640025, 1.435298
golf;GOLF DE TOULOUSE LA RAMEE;31AS988;03197ET001;687.0;www.golftoulouselaramee.com;;;ZONE DE LA RAMEE;GOLF DE LA RAMEE;;;31170.0;TOURNEFEUILLE;;Non;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;43.583911, 1.342531
golf;GOLF DE TOULOUSE SEILH;;03196ET0170;498.0;;;;;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;43.693868, 1.352994
éveil à la gym;COQUELICOT TOULOUSE GYM;;;20031012.0;www.ctgym.fr;centre sportif Léo Lagrange;Sauzelong - Rangueil;ENSEMBLE RANGUEIL;COSEC RANGUEIL;27;Chemin du Canal;31400.0;TOULOUSE;;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;43.594967, 1.444373
gymnastique acrobatique;COQUELICOT TOULOUSE GYM;;;20031012.0;www.ctgym.fr;centre sportif Léo Lagrange;Sauzelong - Rangueil;ENSEMBLE RANGUEIL;COSEC RANGUEIL;27;Chemin du Canal;31400.0;TOULOUSE;;Non;Oui;Oui;Oui;Oui;Oui;Oui;Non;Non;43.594967, 1.444373
gymnastique forme et loisirs;ASCM - ASSOCIATION SPORTIVE ET CULTURELLE MONTAUDRAN;;;;www.ascm-montaudran.com;;Montaudran Lespinet;Nouveau Complexe Municipal;Centre d'animation Montaudran;3;Impasse Gaston Genin;31400.0;TOULOUSE;;Non;Non;Non;Non;Oui;Oui;Oui;Oui;Non;43.573964, 1.48466
gymnastique forme et loisirs;AVENIR ETIENNE BILLIERES;W313003512;31AS98;20031017.0;;;Fontaine Lestang;SALLE CHRISTINE RUMEAU;SALLE CHRISTINE RUMEAU;;Rue des Turres;;TOULOUSE;;Non;Oui;Oui;Oui;Oui;Oui;Oui;Non;Non;43.557832, 1.259208
gymnastique forme et loisirs;AVENIR ETIENNE BILLIERES;W313003512;31AS98;20031017.0;;;Ramier;PARC DES SPORTS;SALLE DE SPORTS PARC DES SPORTS;7;Allée Gabriel Biénès;31400.0;TOULOUSE;;Non;Oui;Oui;Oui;Oui;Oui;Oui;Non;Non;43.561764, 1.306196
TUMBLING;COQUELICOT TOULOUSE GYM;;;20031012.0;www.ctgym.fr;centre sportif Léo Lagrange;Sauzelong - Rangueil;ENSEMBLE RANGUEIL;COSEC RANGUEIL;27;Chemin du Canal;31400.0;TOULOUSE;;Non;Non;Oui;Oui;Oui;Oui;Non;Non;Non;43.594967, 1.444373
MUSCULATION - HALTEROPHILIE;ASPTT GRAND TOULOUSE OMNISPORT;;;;www.toulouse.asptt.com;;;;;;;;;;Non;Non;Non;Non;Oui;Oui;Oui;Oui;Non;43.604268, 1.441019
handball;ETB - ENTENTE TUC BALMA;14023.0;31AS790;;www.etbalma.com;;Ramier;Stade Universitaire Daniel Faucher;Stade Universitaire Daniel Faucher;;Allée du Professeur Camille Soula;31400.0;Toulouse;;Non;Non;Oui;Oui;Oui;Oui;Non;Non;Non;43.580038, 1.435198
handball;TOULOUSE UNION HANDBALL;;;2431001.0;www.toulousehandball.com;;La Cépière;ENSEMBLE LA CEPIERE;GYMNASE LA CEPIERE;323;Route de Saint Simon;31100.0;TOULOUSE;;Non;Non;Oui;Oui;Oui;Oui;Non;Non;Non;43.609286, 1.458299
ATHLETISME ADAPTE (EN STADE);TOULOUSE INVALIDE CLUB;9624.0;31.0;227.0;tlseic.free.fr;;Minimes;STADE DES MINIMES;GYMNASE MINIMES ARNAUNE;105;Avenue Frédéric Estèbe;31200.0;TOULOUSE;;Non;Non;Non;Non;Oui;Oui;Non;Oui;Non;43.580039, 1.516093
CYCLISME SUR ROUTE;ASMTH HANDICAP DEFI - Association Sportive Muret Toulouse Handisport;W311001621;31AS479;140311220.0;www.handicapdefi.com;;;;;;;;;;Non;Non;Non;Non;Non;Non;Non;Oui;Non;43.604268, 1.441019
Football adapté;ASSOCIATION SPORTIVE FAOURETTE - SPORT ADAPTE;W313006779;31/23;;;;;;;;;;;;Non;Non;Non;Non;Non;Non;Non;Oui;Non;43.604268, 1.441019
JUDO ADAPTE;CROIX DE PIERRE JUDO;;;5015312600.0;croixdepierrejudo.free.fr;;;;;;;;;;Non;Oui;Oui;Oui;Non;Oui;Non;Non;Non;
JUDO ADAPTE;FJEP JUDO RANGUEIL;W313009847;;5015311460.0;;;Sauzelong - Rangueil;COMPLEXE PRIVÉ;Salle de Judo Saouzeloung;28;Rue Jeanne Marvig;31400.0;TOULOUSE;;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;43.579592, 1.461915
JUDO ADAPTE;Judo Club Pradettes;;;;judopradettes.free.fr/index;;Les Pradettes;GROUPE SCOL FERDINAND LESSEPS;GYMNASE DES PRADETTES;6;Rue Ferdinand de Lesseps;31100.0;TOULOUSE;;Non;Oui;Oui;Oui;Oui;Oui;Oui;Non;Non;43.578802, 1.383944
JUDO ADAPTE;TCMS section JUDO;;;15313400.0;;;;;;;;;;;Non;Non;Non;Non;Non;Non;Non;Oui;Non;43.604268, 1.441019
JUDO ADAPTE;TOAC - TOULOUSE OLYMPIQUE AVIATION CLUB - OMNISPORT;;;15310550.0;toacjudo@yahoo.fr;;Sept Deniers;Complexe du TOAC;Fronton du TOAC;20;Chemin de Garric;31200.0;TOULOUSE;;Non;Oui;Oui;Oui;Oui;Oui;Oui;Non;Non;43.620162, 1.408135
JUDO ADAPTE;TOULOUSE JUDO;W313013163;31AS1316;5015313340.0;www.toulousejudo.com;;Bellefontaine;ENSEMBLE VALMY BELLEFONTAINE;GYMNASE VALMY;;Cheminement Guillaume et Joseph Bouton;31100.0;TOULOUSE;2ème étage - bureau 207;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;
JUDO ADAPTE;TOULOUSE JUDO;W313013163;31AS1316;5015313340.0;www.toulousejudo.com;;Compans;COMPLEXE PRIVÉ;Ecole Falguière;3;Rue d' Artagnan;;Toulouse;2ème étage - bureau 207;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;43.607606, 1.43048
JUDO ADAPTE;TOULOUSE JUDO;W313013163;31AS1316;5015313340.0;www.toulousejudo.com;;Juncasse - Argoulets;LES ARGOULETS;MAISON DU JUDO ARGOULETS;54;Rue Dinetard;31500.0;TOULOUSE;2ème étage - bureau 207;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;43.60969, 1.44913
JUDO ADAPTE;TOULOUSE MINIMES JU-JUTSU TRADITIONNEL;323634.0;;;www.apbmp.org;chez M. Jean Luc PIUMI;;;;;;;;;Non;Oui;Oui;Oui;Oui;Oui;Oui;Non;Non;43.609568, 1.497847
karaté;ARTS MARTIAUX TOULOUSE MIRAIL;;;310059.0;www.amtm-toulouse-karate.fr;chez M. GANOT;;ENSEMBLE VALMY BELLEFONTAINE;SALLE 1 D'ARTS MARTIAUX VALMY;;;31100.0;TOULOUSE;;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;Oui;43.604268, 1.441019
karaté;BALMA SAINT EXUPERY 31;;;310029.0;www.bse31.com;;Juncasse - Argoulets;LES ARGOULETS;MAISON DU JUDO ARGOULETS;54;Rue Dinetard;31500.0;TOULOUSE;;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;43.577522, 1.455107
karaté;CLUB DE KARATE - BOXE FRANCAISE DES PRADETTES;W313002811;31AS1020;310099.0;www.ckp.neuf.fr;;Les Pradettes;GROUPE SCOL FERDINAND LESSEPS;GYMNASE DES PRADETTES;6;Rue Ferdinand de Lesseps;31100.0;TOULOUSE;;Non;Non;Oui;Oui;Oui;Oui;Oui;Oui;Non;43.578802, 1.383944
